inspection_id (PK),track_id (FK),inspection_date,inspection_mode,rail_temperature_celsius,ride_quality_index,source_table,defect_id (PK),inspection_id (FK),defect_type,severity_level,exact_km_post,is_rectified,work_order_id (PK),defect_id (FK),activity_classification,priority,job_status,creation_date,target_completion_date,request_id,asset_id,asset_type,issue_description,reported_by,reported_date,status,assigned_to,scheduled_date,completion_date,remarks,cost_estimate,approval_status,department,section_id,req_duration_min,criticality,days_overdue,traffic_block_req,power_block_req,urgency_score,synergy_candidate,machine_id (PK),machine_name,deployment_id (PK),work_order_id (FK),machine_id (FK),runtime_hours,deployment_date
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_track_defects,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_work_orders,,,,,,,WO-001,DEF-001,Track Renewal,Urgent,In Progress,2026-08-02,2026-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_work_orders,,,,,,,WO-002,DEF-002,Routine Maintenance,Low,Completed,2026-08-06,2026-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_work_orders,,,,,,,WO-003,DEF-003,Ballast Cleaning,Medium,Pending,2026-08-11,2026-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_work_orders,,,,,,,WO-004,DEF-006,Weld Repair,Urgent,Pending,2026-08-15,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_work_orders,,,,,,,WO-005,DEF-008,Sleeper Replacement,High,Pending,2026-08-17,2026-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_work_orders,,,,,,,WO-006,DEF-010,Rail Replacement,Urgent,Pending,2026-08-18,2026-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_work_orders,,,,,,,WO-007,DEF-013,Sleeper Replacement,High,Pending,2026-08-20,2026-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_work_orders,,,,,,,WO-008,DEF-014,Weld Repair,Urgent,Pending,2026-08-21,2026-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_work_orders,,,,,,,WO-009,DEF-018,Rail Replacement,Urgent,Pending,2026-08-23,2026-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_work_orders,,,,,,,WO-010,DEF-005,Routine Maintenance,Low,Pending,2026-08-13,2026-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_work_orders,,,,,,,WO-011,DEF-007,Ballast Cleaning,Medium,Pending,2026-08-16,2026-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_work_orders,,,,,,,WO-012,DEF-012,Ballast Replenishment,Medium,Pending,2026-08-20,2026-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,TDMS_work_orders,,,,,,,WO-013,DEF-017,Ballast Cleaning,Medium,Pending,2026-08-23,2026-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,REQ-SR-001,SEC-MAS-CBE,Track,Track renewal required near Arakkonam,Inspector A,2026-08-20,Open,Eng Team 1,2026-08-25,,Material requested,500000.0,Pending,TDMS,SEC-MAS-CBE,30.0,4.0,8.0,False,False,0.53,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,Critical,,,,REQ-SR-002,SEC-MAS-MDU,Signal,Signal failure at Villupuram,Inspector B,2026-08-22,In Progress,Signal Team,2026-08-23,,Work ongoing,25000.0,Approved,TDMS,SEC-MDU-TVC,210.0,5.0,8.0,False,True,0.63,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-003,Track-101,Track,Minor crack detected,Insp-01,2026-08-01,Completed,Team A,2026-08-02,2026-08-03,Fixed,15000.0,Approved,SMMS,SEC-MAS-MDU,180.0,4.0,0.0,False,True,0.4,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-004,Signal-05,Signal,Signal failure,Station Master,2026-08-02,Completed,Team B,2026-08-02,2026-08-02,Repaired,5000.0,Approved,ENGG,SEC-SA-TPJ,120.0,4.0,0.0,False,False,0.4,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,Medium,,,,MR-2026-005,Bridge-12,Bridge,Water logging,Loco Pilot,2026-08-03,Completed,Team C,2026-08-04,2026-08-05,Cleared,12000.0,Approved,ENGG,SEC-MAS-MDU,150.0,3.0,0.0,False,False,0.3,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,Low,,,,MR-2026-006,Station-02,Station,Platform repair,Station Master,2026-08-04,Completed,Team A,2026-08-05,2026-08-07,Fixed,25000.0,Approved,ENGG,SEC-MDU-TVC,240.0,2.0,0.0,True,True,0.2,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-007,OHE-101,Overhead Equipment,OHE wire snap,Loco Pilot,2026-08-05,Completed,Team B,2026-08-05,2026-08-06,Repaired,45000.0,Approved,ENGG,SEC-MAS-MDU,60.0,4.0,0.0,True,True,0.4,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,Medium,,,,MR-2026-008,Track-102,Track,Ballast settlement,Insp-02,2026-08-06,Completed,Team C,2026-08-07,2026-08-08,Fixed,18000.0,Approved,TDMS,SEC-MAS-CBE,210.0,3.0,0.0,False,True,0.3,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-009,Signal-06,Signal,Point failure,Station Master,2026-08-07,Completed,Team A,2026-08-07,2026-08-07,Repaired,8000.0,Approved,ENGG,SEC-MAS-MDU,120.0,4.0,0.0,False,True,0.4,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,Low,,,,MR-2026-010,Bridge-13,Bridge,Minor cracks,Insp-01,2026-08-08,In Progress,Team B,2026-08-10,,Pending parts,30000.0,Approved,ENGG,SEC-MAS-CBE,150.0,2.0,8.0,True,False,0.33,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,Medium,,,,MR-2026-011,Station-03,Station,Roof leak,Station Master,2026-08-09,Completed,Team C,2026-08-10,2026-08-11,Fixed,15000.0,Approved,SMMS,SEC-MDU-TVC,240.0,3.0,0.0,True,True,0.3,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-012,OHE-102,Overhead Equipment,Insulator flashover,Loco Pilot,2026-08-10,Completed,Team A,2026-08-10,2026-08-11,Repaired,20000.0,Approved,SMMS,SEC-MAS-AJJ,240.0,4.0,0.0,False,True,0.4,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-013,Track-103,Track,Rail fracture,Insp-02,2026-08-11,Completed,Team B,2026-08-11,2026-08-12,Fixed,25000.0,Approved,ENGG,SEC-SA-TPJ,120.0,4.0,0.0,False,True,0.4,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-014,Signal-07,Signal,Track circuit failure,Station Master,2026-08-12,Completed,Team C,2026-08-12,2026-08-12,Repaired,10000.0,Approved,ENGG,SEC-SA-TPJ,240.0,4.0,0.0,False,False,0.4,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,Low,,,,MR-2026-015,Bridge-14,Bridge,Painting required,Insp-01,2026-08-13,Open,Team A,2026-08-20,,Scheduled,50000.0,Approved,TDMS,SEC-MAS-MDU,90.0,2.0,4.0,True,False,0.27,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,Medium,,,,MR-2026-016,Station-04,Station,Water supply issue,Station Master,2026-08-14,Completed,Team B,2026-08-15,2026-08-16,Fixed,12000.0,Approved,TDMS,SEC-SA-TPJ,90.0,3.0,0.0,True,False,0.3,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-017,OHE-103,Overhead Equipment,Pantograph entanglement,Loco Pilot,2026-08-15,Completed,Team C,2026-08-15,2026-08-16,Repaired,35000.0,Approved,SMMS,SEC-MAS-AJJ,240.0,4.0,0.0,False,False,0.4,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-018,Track-104,Track,Weld failure,Insp-02,2026-08-16,Completed,Team A,2026-08-16,2026-08-17,Fixed,20000.0,Approved,ENGG,SEC-MDU-TVC,90.0,4.0,0.0,False,False,0.4,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-019,Signal-08,Signal,Signal failure,Station Master,2026-08-17,Completed,Team B,2026-08-17,2026-08-17,Repaired,5000.0,Approved,SMMS,SEC-MAS-MDU,210.0,4.0,0.0,False,True,0.4,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,Medium,,,,MR-2026-020,Bridge-15,Bridge,Water logging,Loco Pilot,2026-08-18,Completed,Team C,2026-08-19,2026-08-20,Cleared,12000.0,Approved,TDMS,SEC-MAS-CBE,240.0,3.0,0.0,True,True,0.3,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,Low,,,,MR-2026-021,Station-05,Station,Platform repair,Station Master,2026-08-19,In Progress,Team A,2026-08-20,,Ongoing,25000.0,Approved,ENGG,SEC-MAS-MDU,150.0,2.0,10.0,False,True,0.37,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-022,OHE-104,Overhead Equipment,OHE wire snap,Loco Pilot,2026-08-20,Completed,Team B,2026-08-20,2026-08-21,Repaired,45000.0,Approved,ENGG,SEC-MDU-TVC,180.0,4.0,0.0,True,False,0.4,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,Medium,,,,MR-2026-023,Track-105,Track,Ballast settlement,Insp-01,2026-08-21,Completed,Team C,2026-08-22,2026-08-23,Fixed,18000.0,Approved,TDMS,SEC-SA-TPJ,30.0,3.0,0.0,False,True,0.3,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-024,Signal-09,Signal,Point failure,Station Master,2026-08-22,Completed,Team A,2026-08-22,2026-08-22,Repaired,8000.0,Approved,TDMS,SEC-SA-TPJ,90.0,4.0,0.0,False,False,0.4,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,Low,,,,MR-2026-025,Bridge-16,Bridge,Minor cracks,Insp-02,2026-08-23,Open,Team B,2026-08-25,,Scheduled,30000.0,Approved,SMMS,SEC-MAS-MDU,90.0,2.0,7.0,False,False,0.32,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,Medium,,,,MR-2026-026,Station-06,Station,Roof leak,Station Master,2026-08-24,Open,Team C,2026-08-26,,Scheduled,15000.0,Approved,TDMS,SEC-MAS-CBE,60.0,3.0,14.0,True,True,0.53,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-027,OHE-105,Overhead Equipment,Insulator flashover,Loco Pilot,2026-08-25,Open,Team A,2026-08-25,,Scheduled,20000.0,Approved,SMMS,SEC-MDU-TVC,180.0,4.0,6.0,True,True,0.5,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-028,Track-106,Track,Rail fracture,Insp-01,2026-08-26,Open,Team B,2026-08-26,,Scheduled,25000.0,Approved,SMMS,SEC-MAS-AJJ,210.0,4.0,13.0,False,False,0.62,True,,,,,,,
,,,,,,SMMS_maintenance_requests,,,,,,,,,,High,,,,MR-2026-029,Signal-10,Signal,Track circuit failure,Station Master,2026-08-27,Open,Team C,2026-08-27,,Scheduled,10000.0,Approved,TDMS,SEC-MDU-TVC,30.0,4.0,7.0,True,False,0.52,True,,,,,,,
